311,NYPD,Zip_311,Zip_NYPD,startTime,endTime,Relationship
DCA / DOH New License Application Request,ASSAULT 3 & RELATED OFFENSES,null,10452,1262322000,1451538000,2
DCA / DOH New License Application Request,DANGEROUS DRUGS,null,10452,1262322000,1451451600,1
DCA / DOH New License Application Request,ASSAULT 3 & RELATED OFFENSES,null,11225,1262322000,1451538000,1
DCA / DOH New License Application Request,DANGEROUS DRUGS,null,10457,1262322000,1451538000,1
DCA / DOH New License Application Request,PETIT LARCENY,null,10028,1262322000,1451365200,1
DCA / DOH New License Application Request,PETIT LARCENY,null,10011,1262322000,1451538000,1
DCA / DOH New License Application Request,HARRASSMENT 2,null,10453,1262322000,1451365200,2
DCA / DOH New License Application Request,CRIMINAL MISCHIEF & RELATED OF,null,11212,1262322000,1451451600,1
DCA / DOH New License Application Request,PETIT LARCENY,null,11517,1262322000,1451538000,1
DCA / DOH New License Application Request,ASSAULT 3 & RELATED OFFENSES,null,11368,1262322000,1451538000,2
DCA / DOH New License Application Request,HARRASSMENT 2,null,11225,1262322000,1451538000,2
DCA / DOH New License Application Request,DANGEROUS DRUGS,null,10451,1262322000,1451451600,1
GENERAL CONSTRUCTION,PETIT LARCENY,11207,10012,1262322000,1393390800,1
GENERAL CONSTRUCTION,ASSAULT 3 & RELATED OFFENSES,11207,11206,1262322000,1393390800,1
GENERAL CONSTRUCTION,PETIT LARCENY,11207,11206,1262322000,1393390800,1
GENERAL CONSTRUCTION,PETIT LARCENY,11207,10452,1262322000,1393390800,2
GENERAL CONSTRUCTION,HARRASSMENT 2,11207,11233,1262322000,1393390800,2
GENERAL CONSTRUCTION,PETIT LARCENY,11207,10003,1262322000,1393390800,1
GENERAL CONSTRUCTION,DANGEROUS DRUGS,11207,10455,1262322000,1393390800,1
GENERAL CONSTRUCTION,DANGEROUS DRUGS,11207,11207,1262322000,1393390800,1
GENERAL CONSTRUCTION,DANGEROUS DRUGS,11207,10456,1262322000,1393390800,1
GENERAL CONSTRUCTION,ASSAULT 3 & RELATED OFFENSES,11207,10459,1262322000,1393390800,1
GENERAL CONSTRUCTION,PETIT LARCENY,11207,10459,1262322000,1393390800,2
GENERAL CONSTRUCTION,PETIT LARCENY,11207,10451,1262322000,1393390800,1
GENERAL CONSTRUCTION,DANGEROUS DRUGS,11207,10452,1262322000,1393390800,1
GENERAL CONSTRUCTION,DANGEROUS DRUGS,11207,10457,1262322000,1393390800,3
GENERAL CONSTRUCTION,PETIT LARCENY,11207,10120,1262322000,1393390800,1
GENERAL CONSTRUCTION,PETIT LARCENY,11207,10011,1262322000,1393390800,3
GENERAL CONSTRUCTION,PETIT LARCENY,11207,11517,1262322000,1393390800,2
GENERAL CONSTRUCTION,ASSAULT 3 & RELATED OFFENSES,11207,11368,1262322000,1393390800,3
GENERAL CONSTRUCTION,PETIT LARCENY,11207,11238,1262322000,1393390800,2
GENERAL CONSTRUCTION,HARRASSMENT 2,11207,11225,1262322000,1393390800,1
GENERAL CONSTRUCTION,DANGEROUS DRUGS,11207,10451,1262322000,1393390800,1
GENERAL CONSTRUCTION,PETIT LARCENY,11207,10462,1262322000,1393390800,1
Blocked Driveway,ASSAULT 3 & RELATED OFFENSES,11420,10451,1262322000,1451538000,2
Blocked Driveway,PETIT LARCENY,11420,10027,1262322000,1451538000,1
Blocked Driveway,ASSAULT 3 & RELATED OFFENSES,11420,10458,1262322000,1451538000,1
Blocked Driveway,PETIT LARCENY,11420,11211,1262322000,1451451600,1
Blocked Driveway,PETIT LARCENY,11420,10012,1262322000,1451538000,2
Blocked Driveway,PETIT LARCENY,11420,11225,1262322000,1451538000,1
Blocked Driveway,HARRASSMENT 2,11420,10467,1262322000,1451538000,2
Blocked Driveway,PETIT LARCENY,11420,11206,1262322000,1451538000,2
Blocked Driveway,PETIT LARCENY,11420,11216,1262322000,1451365200,2
Blocked Driveway,ASSAULT 3 & RELATED OFFENSES,11420,10457,1262322000,1451538000,2
Blocked Driveway,PETIT LARCENY,11420,11207,1262322000,1451451600,3
Blocked Driveway,DANGEROUS DRUGS,11420,10456,1262322000,1451538000,1
Blocked Driveway,ASSAULT 3 & RELATED OFFENSES,11420,10452,1262322000,1451538000,1
Blocked Driveway,ASSAULT 3 & RELATED OFFENSES,11420,11216,1262322000,1451192400,1
Blocked Driveway,DANGEROUS DRUGS,11420,10452,1262322000,1451451600,1
Blocked Driveway,PETIT LARCENY,11420,10467,1262322000,1451278800,2
Blocked Driveway,DANGEROUS DRUGS,11420,10457,1262322000,1451538000,3
Blocked Driveway,PETIT LARCENY,11420,10463,1262322000,1451538000,1
Blocked Driveway,PETIT LARCENY,11420,10011,1262322000,1451538000,1
Blocked Driveway,PETIT LARCENY,11420,11368,1262322000,1451538000,3
Blocked Driveway,HARRASSMENT 2,11420,11216,1262322000,1451451600,1
Blocked Driveway,GRAND LARCENY,11420,10011,1262322000,1451451600,1
Blocked Driveway,PETIT LARCENY,11420,11230,1262322000,1451538000,2
Blocked Driveway,HARRASSMENT 2,11420,11225,1262322000,1451538000,1
Blocked Driveway,ASSAULT 3 & RELATED OFFENSES,11420,10029,1262322000,1451538000,1
Blocked Driveway,ASSAULT 3 & RELATED OFFENSES,11420,11221,1262322000,1451451600,2
Blocked Driveway,HARRASSMENT 2,11235,11236,1262322000,1451538000,1
Blocked Driveway,PETIT LARCENY,11235,11225,1262322000,1451538000,2
Blocked Driveway,PETIT LARCENY,11235,11206,1262322000,1451538000,2
Blocked Driveway,VEHICLE AND TRAFFIC LAWS,11235,11434,1429761600,1451451600,1
Blocked Driveway,PETIT LARCENY,11235,11216,1262322000,1451365200,1
Blocked Driveway,ASSAULT 3 & RELATED OFFENSES,11235,10453,1262322000,1451365200,1
Blocked Driveway,PETIT LARCENY,11235,10003,1262322000,1451538000,1
Blocked Driveway,DANGEROUS DRUGS,11235,10456,1262322000,1451538000,1
Blocked Driveway,ASSAULT 3 & RELATED OFFENSES,11235,11225,1262322000,1451538000,1
Blocked Driveway,PETIT LARCENY,11235,11368,1262322000,1451538000,2
Blocked Driveway,PETIT LARCENY,11235,11517,1262322000,1451538000,1
Blocked Driveway,PETIT LARCENY,11235,11385,1262322000,1451538000,1
Blocked Driveway,CRIMINAL MISCHIEF & RELATED OF,11235,10467,1262322000,1451538000,1
Blocked Driveway,ASSAULT 3 & RELATED OFFENSES,11235,10029,1262322000,1451538000,3
Blocked Driveway,PETIT LARCENY,11235,10455,1262322000,1451538000,1
Blocked Driveway,ASSAULT 3 & RELATED OFFENSES,11235,11221,1262322000,1451451600,2
HEAT/HOT WATER,ASSAULT 3 & RELATED OFFENSES,10009,10458,1395201600,1400040000,1
HEAT/HOT WATER,PETIT LARCENY,10009,11373,1395201600,1400040000,2
HEAT/HOT WATER,PETIT LARCENY,10009,10452,1395201600,1400040000,1
HEAT/HOT WATER,HARRASSMENT 2,10009,11233,1395201600,1400040000,1
HEAT/HOT WATER,ASSAULT 3 & RELATED OFFENSES,10009,10457,1395201600,1400040000,2
HEAT/HOT WATER,PETIT LARCENY,10009,10003,1395201600,1400040000,1
HEAT/HOT WATER,DANGEROUS DRUGS,10009,10456,1395201600,1400040000,2
HEAT/HOT WATER,PETIT LARCENY,10009,10011,1395201600,1400040000,1
PAINT - PLASTER,PETIT LARCENY,11225,10027,1262322000,1393390800,2
PAINT - PLASTER,GRAND LARCENY,11225,10012,1262322000,1393390800,2
PAINT - PLASTER,PETIT LARCENY,11225,11206,1262322000,1393390800,1
PAINT - PLASTER,PETIT LARCENY,11225,10025,1262322000,1393390800,2
PAINT - PLASTER,HARRASSMENT 2,11225,10029,1262322000,1393390800,1
PAINT - PLASTER,DANGEROUS DRUGS,11225,10455,1262322000,1393390800,3
PAINT - PLASTER,DANGEROUS DRUGS,11225,11207,1262322000,1393390800,1
PAINT - PLASTER,DANGEROUS DRUGS,11225,10456,1262322000,1393390800,1
PAINT - PLASTER,ASSAULT 3 & RELATED OFFENSES,11225,10452,1262322000,1393390800,2
PAINT - PLASTER,DANGEROUS DRUGS,11225,10452,1262322000,1393390800,1
PAINT - PLASTER,PETIT LARCENY,11225,10002,1262322000,1393390800,2
PAINT - PLASTER,DANGEROUS DRUGS,11225,10457,1262322000,1393390800,3
PAINT - PLASTER,PETIT LARCENY,11225,10457,1262322000,1393390800,2
PAINT - PLASTER,PETIT LARCENY,11225,10028,1262322000,1393390800,1
PAINT - PLASTER,PETIT LARCENY,11225,10011,1262322000,1393390800,1
PAINT - PLASTER,PETIT LARCENY,11225,11368,1262322000,1393390800,1
PAINT - PLASTER,PETIT LARCENY,11225,11435,1262322000,1393390800,1
PAINT - PLASTER,PETIT LARCENY,11225,11230,1262322000,1393390800,2
PAINT - PLASTER,HARRASSMENT 2,11225,11225,1262322000,1393390800,2
PAINT - PLASTER,ASSAULT 3 & RELATED OFFENSES,11225,10029,1262322000,1393390800,2
PAINT - PLASTER,DANGEROUS DRUGS,11225,10451,1262322000,1393390800,1
Noise - Residential,GRAND LARCENY,11201,10003,1262322000,1451451600,2
Noise - Residential,ASSAULT 3 & RELATED OFFENSES,11201,10467,1262322000,1451538000,2
Noise - Residential,ASSAULT 3 & RELATED OFFENSES,11201,11206,1262322000,1451538000,2
Noise - Residential,GRAND LARCENY,11201,10012,1262322000,1451538000,1
Noise - Residential,PETIT LARCENY,11201,11206,1262322000,1451538000,1
Noise - Residential,PETIT LARCENY,11201,10025,1262322000,1451451600,1
Noise - Residential,PETIT LARCENY,11201,10003,1262322000,1451538000,2
Noise - Residential,HARRASSMENT 2,11201,10301,1262322000,1451538000,2
Noise - Residential,DANGEROUS DRUGS,11201,10455,1262322000,1451451600,1
Noise - Residential,DANGEROUS DRUGS,11201,11207,1262322000,1451538000,3
Noise - Residential,DANGEROUS DRUGS,11201,10456,1262322000,1451538000,1
Noise - Residential,HARRASSMENT 2,11201,10456,1262322000,1451451600,1
Noise - Residential,PETIT LARCENY,11201,10459,1262322000,1451538000,2
Noise - Residential,HARRASSMENT 2,11201,11212,1262322000,1451538000,2
Noise - Residential,ASSAULT 3 & RELATED OFFENSES,11201,11216,1262322000,1451192400,2
Noise - Residential,DANGEROUS DRUGS,11201,10452,1262322000,1451451600,1
Noise - Residential,ASSAULT 3 & RELATED OFFENSES,11201,11225,1262322000,1451538000,1
Noise - Residential,PETIT LARCENY,11201,10002,1262322000,1451451600,2
Noise - Residential,HARRASSMENT 2,11201,10459,1262322000,1451538000,1
Noise - Residential,DANGEROUS DRUGS,11201,10457,1262322000,1451538000,1
Noise - Residential,PETIT LARCENY,11201,10028,1262322000,1451365200,1
Noise - Residential,ASSAULT 3 & RELATED OFFENSES,11201,10455,1262322000,1451538000,1
Noise - Residential,CRIMINAL MISCHIEF & RELATED OF,11201,10467,1262322000,1451538000,2
Noise - Residential,ASSAULT 3 & RELATED OFFENSES,11201,10029,1262322000,1451538000,1
Noise - Residential,PETIT LARCENY,11201,11217,1262322000,1451538000,1
Noise - Residential,ASSAULT 3 & RELATED OFFENSES,11201,11221,1262322000,1451451600,1
Blocked Driveway,PETIT LARCENY,11229,11212,1262322000,1451538000,2
Blocked Driveway,PETIT LARCENY,11229,10012,1262322000,1451538000,1
Blocked Driveway,PETIT LARCENY,11229,11225,1262322000,1451538000,1
Blocked Driveway,GRAND LARCENY,11229,10012,1262322000,1451538000,1
Blocked Driveway,ASSAULT 3 & RELATED OFFENSES,11229,11233,1262322000,1451538000,1
Blocked Driveway,PETIT LARCENY,11229,10003,1262322000,1451538000,1
Blocked Driveway,ASSAULT 3 & RELATED OFFENSES,11229,11216,1262322000,1451192400,1
Blocked Driveway,DANGEROUS DRUGS,11229,10452,1262322000,1451451600,2
Blocked Driveway,HARRASSMENT 2,11229,10459,1262322000,1451538000,2
Blocked Driveway,PETIT LARCENY,11229,10120,1262322000,1451538000,1
Blocked Driveway,HARRASSMENT 2,11229,10457,1262322000,1451538000,2
Blocked Driveway,PETIT LARCENY,11229,11230,1262322000,1451538000,1
Blocked Driveway,PETIT LARCENY,11229,10462,1262322000,1451538000,2
PLUMBING,PETIT LARCENY,10457,10027,1262322000,1451538000,2
PLUMBING,ASSAULT 3 & RELATED OFFENSES,10457,10467,1262322000,1451538000,2
PLUMBING,HARRASSMENT 2,10457,11236,1262322000,1451538000,2
PLUMBING,PETIT LARCENY,10457,11211,1262322000,1451451600,2
PLUMBING,GRAND LARCENY,10457,10012,1262322000,1451538000,1
PLUMBING,PETIT LARCENY,10457,10452,1262322000,1451538000,2
PLUMBING,HARRASSMENT 2,10457,11233,1262322000,1451451600,1
PLUMBING,ASSAULT 3 & RELATED OFFENSES,10457,10457,1262322000,1451538000,2
PLUMBING,DANGEROUS DRUGS,10457,10455,1262322000,1451451600,1
PLUMBING,DANGEROUS DRUGS,10457,11207,1262322000,1451538000,2
PLUMBING,DANGEROUS DRUGS,10457,10456,1262322000,1451538000,1
PLUMBING,ASSAULT 3 & RELATED OFFENSES,10457,10459,1262322000,1451538000,2
PLUMBING,PETIT LARCENY,10457,10458,1262322000,1451451600,2
PLUMBING,HARRASSMENT 2,10457,11385,1262322000,1451538000,2
PLUMBING,DANGEROUS DRUGS,10457,10452,1262322000,1451451600,1
PLUMBING,PETIT LARCENY,10457,10002,1262322000,1451451600,1
PLUMBING,DANGEROUS DRUGS,10457,10457,1262322000,1451538000,2
PLUMBING,PETIT LARCENY,10457,11213,1262322000,1451451600,1
PLUMBING,PETIT LARCENY,10457,10011,1262322000,1451538000,1
PLUMBING,PETIT LARCENY,10457,11517,1262322000,1451538000,2
PLUMBING,ASSAULT 3 & RELATED OFFENSES,10457,11368,1262322000,1451538000,1
PLUMBING,ASSAULT 3 & RELATED OFFENSES,10457,11212,1262322000,1451538000,1
PLUMBING,PETIT LARCENY,10457,11238,1262322000,1451538000,2
PLUMBING,PETIT LARCENY,10457,11230,1262322000,1451538000,2
GENERAL CONSTRUCTION,PETIT LARCENY,11213,10027,1262322000,1393477200,1
GENERAL CONSTRUCTION,PETIT LARCENY,11213,11212,1262322000,1393477200,1
GENERAL CONSTRUCTION,CRIMINAL MISCHIEF & RELATED OF,11213,11207,1262322000,1393477200,2
GENERAL CONSTRUCTION,PETIT LARCENY,11213,10025,1262322000,1393477200,2
GENERAL CONSTRUCTION,PETIT LARCENY,11213,11216,1262322000,1393477200,2
GENERAL CONSTRUCTION,ASSAULT 3 & RELATED OFFENSES,11213,10456,1262322000,1393477200,1
GENERAL CONSTRUCTION,DANGEROUS DRUGS,11213,10455,1262322000,1393477200,1
GENERAL CONSTRUCTION,PETIT LARCENY,11213,11207,1262322000,1393477200,2
GENERAL CONSTRUCTION,DANGEROUS DRUGS,11213,11207,1262322000,1393477200,3
GENERAL CONSTRUCTION,DANGEROUS DRUGS,11213,10456,1262322000,1393477200,1
GENERAL CONSTRUCTION,PETIT LARCENY,11213,10458,1262322000,1393477200,2
GENERAL CONSTRUCTION,PETIT LARCENY,11213,10451,1262322000,1393477200,1
GENERAL CONSTRUCTION,HARRASSMENT 2,11213,11385,1262322000,1393477200,1
GENERAL CONSTRUCTION,HARRASSMENT 2,11213,11221,1262322000,1393477200,1
GENERAL CONSTRUCTION,DANGEROUS DRUGS,11213,10452,1262322000,1393477200,3
GENERAL CONSTRUCTION,PETIT LARCENY,11213,10002,1262322000,1393477200,1
GENERAL CONSTRUCTION,DANGEROUS DRUGS,11213,10457,1262322000,1393477200,3
GENERAL CONSTRUCTION,HARRASSMENT 2,11213,11207,1262322000,1393477200,2
GENERAL CONSTRUCTION,PETIT LARCENY,11213,10120,1262322000,1393477200,1
GENERAL CONSTRUCTION,PETIT LARCENY,11213,10011,1262322000,1393477200,1
GENERAL CONSTRUCTION,PETIT LARCENY,11213,11517,1262322000,1393477200,1
GENERAL CONSTRUCTION,GRAND LARCENY,11213,10011,1262322000,1393477200,1
GENERAL CONSTRUCTION,CRIMINAL MISCHIEF & RELATED OF,11213,10467,1262322000,1393477200,2
GENERAL CONSTRUCTION,PETIT LARCENY,11213,11435,1262322000,1393477200,2
GENERAL CONSTRUCTION,PETIT LARCENY,11213,11217,1262322000,1393477200,1
GENERAL CONSTRUCTION,DANGEROUS DRUGS,11213,10451,1262322000,1393477200,2
Building/Use,GRAND LARCENY,11419,10003,1262581200,1451451600,1
Building/Use,ASSAULT 3 & RELATED OFFENSES,11419,10467,1262581200,1451538000,1
Building/Use,PETIT LARCENY,11419,11233,1262581200,1451538000,1
Building/Use,PETIT LARCENY,11419,11373,1262581200,1451538000,3
Building/Use,HARRASSMENT 2,11419,11236,1262581200,1451538000,1
Building/Use,PETIT LARCENY,11419,10012,1262581200,1451538000,1
Building/Use,HARRASSMENT 2,11419,10467,1262581200,1451538000,3
Building/Use,PETIT LARCENY,11419,11206,1262581200,1451538000,1
Building/Use,HARRASSMENT 2,11419,11213,1262581200,1451538000,1
Building/Use,PETIT LARCENY,11419,10025,1262581200,1451451600,1
Building/Use,PETIT LARCENY,11419,10452,1262581200,1451538000,1
Building/Use,VEHICLE AND TRAFFIC LAWS,11419,11434,1429761600,1451451600,3
Building/Use,HARRASSMENT 2,11419,10029,1262581200,1451538000,2
Building/Use,PETIT LARCENY,11419,10003,1262581200,1451538000,1
Building/Use,DANGEROUS DRUGS,11419,10455,1262581200,1451451600,1
Building/Use,DANGEROUS DRUGS,11419,11207,1262581200,1451538000,3
Building/Use,DANGEROUS DRUGS,11419,10456,1262581200,1451538000,1
Building/Use,ASSAULT 3 & RELATED OFFENSES,11419,11207,1262581200,1451538000,2
Building/Use,HARRASSMENT 2,11419,11385,1262581200,1451538000,1
Building/Use,DANGEROUS DRUGS,11419,10452,1262581200,1451451600,1
Building/Use,PETIT LARCENY,11419,10467,1262581200,1451278800,2
Building/Use,DANGEROUS DRUGS,11419,10457,1262581200,1451538000,1
Building/Use,HARRASSMENT 2,11419,11207,1262581200,1451451600,2
Building/Use,PETIT LARCENY,11419,10120,1262581200,1451538000,1
Building/Use,PETIT LARCENY,11419,10463,1262581200,1451538000,1
Building/Use,PETIT LARCENY,11419,10011,1262581200,1451538000,1
Building/Use,PETIT LARCENY,11419,11368,1262581200,1451538000,2
Building/Use,PETIT LARCENY,11419,11517,1262581200,1451538000,1
Building/Use,PETIT LARCENY,11419,11217,1262581200,1451538000,1
Building/Use,DANGEROUS DRUGS,11419,10451,1262581200,1451451600,1
HEATING,PETIT LARCENY,10453,11212,1262322000,1394424000,1
HEATING,HARRASSMENT 2,10453,11213,1262322000,1394424000,1
HEATING,PETIT LARCENY,10453,10025,1262322000,1394424000,2
HEATING,PETIT LARCENY,10453,11216,1262322000,1394424000,2
HEATING,HARRASSMENT 2,10453,10301,1262322000,1394424000,2
HEATING,DANGEROUS DRUGS,10453,10455,1262322000,1394424000,2
HEATING,PETIT LARCENY,10453,10451,1262322000,1394424000,2
HEATING,ASSAULT 3 & RELATED OFFENSES,10453,11216,1262322000,1394424000,1
HEATING,DANGEROUS DRUGS,10453,10457,1262322000,1394424000,1
HEATING,PETIT LARCENY,10453,10457,1262322000,1394424000,1
HEATING,HARRASSMENT 2,10453,10453,1262322000,1394424000,2
HEATING,ASSAULT 3 & RELATED OFFENSES,10453,10455,1262322000,1394424000,1
HEATING,PETIT LARCENY,10453,11517,1262322000,1394424000,2
HEATING,HARRASSMENT 2,10453,11206,1262322000,1394424000,1
HEATING,PETIT LARCENY,10453,11385,1262322000,1394424000,2
HEATING,PETIT LARCENY,10453,11238,1262322000,1394424000,2
HEATING,PETIT LARCENY,10453,11230,1262322000,1394424000,2
HEATING,ASSAULT 3 & RELATED OFFENSES,10453,11221,1262322000,1394424000,2
GENERAL CONSTRUCTION,GRAND LARCENY,10452,10003,1262322000,1393650000,1
GENERAL CONSTRUCTION,PETIT LARCENY,10452,10027,1262322000,1393650000,2
GENERAL CONSTRUCTION,ASSAULT 3 & RELATED OFFENSES,10452,10458,1262322000,1393650000,2
GENERAL CONSTRUCTION,PETIT LARCENY,10452,11373,1262322000,1393650000,1
GENERAL CONSTRUCTION,PETIT LARCENY,10452,10012,1262322000,1393650000,1
GENERAL CONSTRUCTION,GRAND LARCENY,10452,10012,1262322000,1393650000,3
GENERAL CONSTRUCTION,PETIT LARCENY,10452,11206,1262322000,1393650000,1
GENERAL CONSTRUCTION,HARRASSMENT 2,10452,11233,1262322000,1393650000,3
GENERAL CONSTRUCTION,DANGEROUS DRUGS,10452,10455,1262322000,1393650000,3
GENERAL CONSTRUCTION,DANGEROUS DRUGS,10452,11207,1262322000,1393650000,1
GENERAL CONSTRUCTION,DANGEROUS DRUGS,10452,10456,1262322000,1393650000,1
GENERAL CONSTRUCTION,PETIT LARCENY,10452,10459,1262322000,1393650000,2
GENERAL CONSTRUCTION,PETIT LARCENY,10452,10451,1262322000,1393650000,1
GENERAL CONSTRUCTION,DANGEROUS DRUGS,10452,10452,1262322000,1393650000,1
GENERAL CONSTRUCTION,PETIT LARCENY,10452,10002,1262322000,1393650000,2
GENERAL CONSTRUCTION,DANGEROUS DRUGS,10452,10457,1262322000,1393650000,3
GENERAL CONSTRUCTION,PETIT LARCENY,10452,10120,1262322000,1393650000,1
GENERAL CONSTRUCTION,PETIT LARCENY,10452,10011,1262322000,1393650000,1
GENERAL CONSTRUCTION,PETIT LARCENY,10452,11517,1262322000,1393650000,3
GENERAL CONSTRUCTION,CRIMINAL MISCHIEF & RELATED OF,10452,10467,1262322000,1393650000,2
GENERAL CONSTRUCTION,PETIT LARCENY,10452,11230,1262322000,1393650000,3
GENERAL CONSTRUCTION,PETIT LARCENY,10452,10455,1262322000,1393650000,1
GENERAL CONSTRUCTION,ASSAULT 3 & RELATED OFFENSES,10452,11221,1262322000,1393650000,1
HEATING,PETIT LARCENY,10026,11211,1384491600,1394424000,1
HEATING,PETIT LARCENY,10026,11225,1384491600,1394424000,1
HEATING,GRAND LARCENY,10026,10012,1384491600,1394424000,2
HEATING,HARRASSMENT 2,10026,10467,1384491600,1394424000,1
HEATING,ASSAULT 3 & RELATED OFFENSES,10026,10457,1384491600,1394424000,2
HEATING,PETIT LARCENY,10026,10035,1384491600,1394424000,2
HEATING,PETIT LARCENY,10026,10451,1384491600,1394424000,1
HEATING,PETIT LARCENY,10026,10467,1384491600,1394424000,2
HEATING,HARRASSMENT 2,10026,10457,1384491600,1394424000,3
HEATING,GRAND LARCENY,10026,10011,1384491600,1394424000,2
HEATING,ASSAULT 3 & RELATED OFFENSES,10026,10029,1384491600,1394424000,1
PAINT - PLASTER,PETIT LARCENY,10453,10027,1262322000,1393390800,2
PAINT - PLASTER,PETIT LARCENY,10453,11211,1262322000,1393390800,2
PAINT - PLASTER,GRAND LARCENY,10453,10012,1262322000,1393390800,1
PAINT - PLASTER,PETIT LARCENY,10453,10025,1262322000,1393390800,1
PAINT - PLASTER,PETIT LARCENY,10453,11216,1262322000,1393390800,2
PAINT - PLASTER,PETIT LARCENY,10453,10003,1262322000,1393390800,2
PAINT - PLASTER,ASSAULT 3 & RELATED OFFENSES,10453,10456,1262322000,1393390800,2
PAINT - PLASTER,DANGEROUS DRUGS,10453,10455,1262322000,1393390800,3
PAINT - PLASTER,PETIT LARCENY,10453,10035,1262322000,1393390800,1
PAINT - PLASTER,DANGEROUS DRUGS,10453,11207,1262322000,1393390800,1
PAINT - PLASTER,DANGEROUS DRUGS,10453,10456,1262322000,1393390800,1
PAINT - PLASTER,ASSAULT 3 & RELATED OFFENSES,10453,10459,1262322000,1393390800,1
PAINT - PLASTER,PETIT LARCENY,10453,10451,1262322000,1393390800,1
PAINT - PLASTER,HARRASSMENT 2,10453,11385,1262322000,1393390800,2
PAINT - PLASTER,DANGEROUS DRUGS,10453,10452,1262322000,1393390800,1
PAINT - PLASTER,ASSAULT 3 & RELATED OFFENSES,10453,11225,1262322000,1393390800,1
PAINT - PLASTER,PETIT LARCENY,10453,10467,1262322000,1393390800,1
PAINT - PLASTER,DANGEROUS DRUGS,10453,10457,1262322000,1393390800,3
PAINT - PLASTER,ASSAULT 3 & RELATED OFFENSES,10453,11213,1262322000,1393390800,1
PAINT - PLASTER,GRAND LARCENY,10453,10011,1262322000,1393390800,1
PAINT - PLASTER,HARRASSMENT 2,10453,11225,1262322000,1393390800,1
UNSANITARY CONDITION,PETIT LARCENY,11226,10035,1394510400,1451451600,2
UNSANITARY CONDITION,PETIT LARCENY,11226,11207,1394510400,1451451600,1
UNSANITARY CONDITION,HARRASSMENT 2,11226,11212,1394510400,1451538000,2
UNSANITARY CONDITION,DANGEROUS DRUGS,11226,10457,1394510400,1451538000,1
UNSANITARY CONDITION,PETIT LARCENY,11226,10120,1394510400,1451538000,2
UNSANITARY CONDITION,HARRASSMENT 2,11226,10453,1394510400,1451365200,1
UNSANITARY CONDITION,CRIMINAL MISCHIEF & RELATED OF,11226,11212,1394510400,1451451600,2
UNSANITARY CONDITION,PETIT LARCENY,11226,11517,1394510400,1451538000,2
UNSANITARY CONDITION,ASSAULT 3 & RELATED OFFENSES,11226,11212,1394510400,1451538000,1
UNSANITARY CONDITION,GRAND LARCENY,11226,10011,1394510400,1451451600,1
UNSANITARY CONDITION,ASSAULT 3 & RELATED OFFENSES,11226,10029,1394510400,1451538000,2
UNSANITARY CONDITION,ASSAULT 3 & RELATED OFFENSES,11226,11221,1394510400,1451451600,1
UNSANITARY CONDITION,PETIT LARCENY,11226,10462,1394510400,1451538000,1
GENERAL CONSTRUCTION,GRAND LARCENY,11212,10003,1262322000,1393477200,1
GENERAL CONSTRUCTION,PETIT LARCENY,11212,10027,1262322000,1393477200,2
GENERAL CONSTRUCTION,ASSAULT 3 & RELATED OFFENSES,11212,10458,1262322000,1393477200,2
GENERAL CONSTRUCTION,PETIT LARCENY,11212,11373,1262322000,1393477200,1
GENERAL CONSTRUCTION,PETIT LARCENY,11212,10012,1262322000,1393477200,1
GENERAL CONSTRUCTION,PETIT LARCENY,11212,11225,1262322000,1393477200,1
GENERAL CONSTRUCTION,GRAND LARCENY,11212,10012,1262322000,1393477200,1
GENERAL CONSTRUCTION,PETIT LARCENY,11212,11206,1262322000,1393477200,1
GENERAL CONSTRUCTION,HARRASSMENT 2,11212,11213,1262322000,1393477200,2
GENERAL CONSTRUCTION,HARRASSMENT 2,11212,11233,1262322000,1393477200,3
GENERAL CONSTRUCTION,ASSAULT 3 & RELATED OFFENSES,11212,10453,1262322000,1393477200,2
GENERAL CONSTRUCTION,PETIT LARCENY,11212,10003,1262322000,1393477200,2
GENERAL CONSTRUCTION,DANGEROUS DRUGS,11212,10455,1262322000,1393477200,3
GENERAL CONSTRUCTION,DANGEROUS DRUGS,11212,11207,1262322000,1393477200,1
GENERAL CONSTRUCTION,DANGEROUS DRUGS,11212,10456,1262322000,1393477200,3
GENERAL CONSTRUCTION,PETIT LARCENY,11212,10451,1262322000,1393477200,2
GENERAL CONSTRUCTION,HARRASSMENT 2,11212,11212,1262322000,1393477200,2
GENERAL CONSTRUCTION,DANGEROUS DRUGS,11212,10452,1262322000,1393477200,1
GENERAL CONSTRUCTION,PETIT LARCENY,11212,10002,1262322000,1393477200,2
GENERAL CONSTRUCTION,DANGEROUS DRUGS,11212,10457,1262322000,1393477200,3
GENERAL CONSTRUCTION,PETIT LARCENY,11212,10120,1262322000,1393477200,1
GENERAL CONSTRUCTION,ASSAULT 3 & RELATED OFFENSES,11212,10455,1262322000,1393477200,1
GENERAL CONSTRUCTION,PETIT LARCENY,11212,11517,1262322000,1393477200,1
GENERAL CONSTRUCTION,GRAND LARCENY,11212,10011,1262322000,1393477200,1
GENERAL CONSTRUCTION,PETIT LARCENY,11212,11435,1262322000,1393477200,1
GENERAL CONSTRUCTION,DANGEROUS DRUGS,11212,10451,1262322000,1393477200,1
Taxi Complaint,ASSAULT 3 & RELATED OFFENSES,null,10458,1262322000,1451538000,1
Taxi Complaint,HARRASSMENT 2,null,11236,1262322000,1451538000,2
